,placements,joueurs ,score ,,Mois concerné (Ne pas bouger de la premiere case),SQL insert (DONT TOUCH ANYTHING !!! PAS TOUCHE !!!)
The Princess Bride Pinball,87,linne_zen,66 601 824,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),87,(SELECT Id FROM Player WHERE Pseudo ='linne_zen'),66601824,'2024-12');"
The Princess Bride Pinball,88,DayDreamer80,66 326 721,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),88,(SELECT Id FROM Player WHERE Pseudo ='DayDreamer80'),66326721,'2024-12');"
The Princess Bride Pinball,89,utd4000,66 250 792,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),89,(SELECT Id FROM Player WHERE Pseudo ='utd4000'),66250792,'2024-12');"
The Princess Bride Pinball,90,flapsmojo57,65 454 993,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),90,(SELECT Id FROM Player WHERE Pseudo ='flapsmojo57'),65454993,'2024-12');"
The Princess Bride Pinball,91,Hulk585,65 131 557,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),91,(SELECT Id FROM Player WHERE Pseudo ='Hulk585'),65131557,'2024-12');"
The Princess Bride Pinball,92,Drake Stardragon,64 812 952,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),92,(SELECT Id FROM Player WHERE Pseudo ='Drake Stardragon'),64812952,'2024-12');"
The Princess Bride Pinball,93,Pops,63 619 587,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),93,(SELECT Id FROM Player WHERE Pseudo ='Pops'),63619587,'2024-12');"
The Princess Bride Pinball,94,BobkoRage 79 ,63 346 371,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),94,(SELECT Id FROM Player WHERE Pseudo ='BobkoRage 79 '),63346371,'2024-12');"
The Princess Bride Pinball,95,MarcellinoTerzo,63 235 256,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),95,(SELECT Id FROM Player WHERE Pseudo ='MarcellinoTerzo'),63235256,'2024-12');"
The Princess Bride Pinball,96,pomor73,63 057 152,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),96,(SELECT Id FROM Player WHERE Pseudo ='pomor73'),63057152,'2024-12');"
The Princess Bride Pinball,97,Batfink-ENG-76,62 702 423,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),97,(SELECT Id FROM Player WHERE Pseudo ='Batfink-ENG-76'),62702423,'2024-12');"
The Princess Bride Pinball,98,Rbwings2,61 800 072,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),98,(SELECT Id FROM Player WHERE Pseudo ='Rbwings2'),61800072,'2024-12');"
The Princess Bride Pinball,99,Bad Doggyy,61 677 505,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),99,(SELECT Id FROM Player WHERE Pseudo ='Bad Doggyy'),61677505,'2024-12');"
The Princess Bride Pinball,100,Gantuss,61 535 197,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='The Princess Bride Pinball'),100,(SELECT Id FROM Player WHERE Pseudo ='Gantuss'),61535197,'2024-12');"
,,,,,,
Goat Simulator Pinball,1,richc111,810 506 498,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),1,(SELECT Id FROM Player WHERE Pseudo ='richc111'),810506498,'2024-12');"
Goat Simulator Pinball,2,FishersMethod,771 623 444,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),2,(SELECT Id FROM Player WHERE Pseudo ='FishersMethod'),771623444,'2024-12');"
Goat Simulator Pinball,3,pezima77,591 017 876,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),3,(SELECT Id FROM Player WHERE Pseudo ='pezima77'),591017876,'2024-12');"
Goat Simulator Pinball,4,p-menke,450 612 460,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),4,(SELECT Id FROM Player WHERE Pseudo ='p-menke'),450612460,'2024-12');"
Goat Simulator Pinball,5,OttOBuS,386 629 263,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),5,(SELECT Id FROM Player WHERE Pseudo ='OttOBuS'),386629263,'2024-12');"
Goat Simulator Pinball,6,Malarkeyness,383 101 092,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),6,(SELECT Id FROM Player WHERE Pseudo ='Malarkeyness'),383101092,'2024-12');"
Goat Simulator Pinball,7,Cave Canem @ Zerberus,355 573 656,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),7,(SELECT Id FROM Player WHERE Pseudo ='Cave Canem @ Zerberus'),355573656,'2024-12');"
Goat Simulator Pinball,8,kay989,287 945 512,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),8,(SELECT Id FROM Player WHERE Pseudo ='kay989'),287945512,'2024-12');"
Goat Simulator Pinball,9,GARCIA LUPs,255 035 370,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),9,(SELECT Id FROM Player WHERE Pseudo ='GARCIA LUPs'),255035370,'2024-12');"
Goat Simulator Pinball,10,spoutnut,233 166 764,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),10,(SELECT Id FROM Player WHERE Pseudo ='spoutnut'),233166764,'2024-12');"
Goat Simulator Pinball,11,jason,232 636 935,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),11,(SELECT Id FROM Player WHERE Pseudo ='jason'),232636935,'2024-12');"
Goat Simulator Pinball,12,jowpinball69,220 489 477,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),12,(SELECT Id FROM Player WHERE Pseudo ='jowpinball69'),220489477,'2024-12');"
Goat Simulator Pinball,13,Yesai [Team Enhancer],204 788 182,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),13,(SELECT Id FROM Player WHERE Pseudo ='Yesai [Team Enhancer]'),204788182,'2024-12');"
Goat Simulator Pinball,14,RudyDoody845,184 248 551,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),14,(SELECT Id FROM Player WHERE Pseudo ='RudyDoody845'),184248551,'2024-12');"
Goat Simulator Pinball,15,Pungence,171 491 708,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),15,(SELECT Id FROM Player WHERE Pseudo ='Caius C+ [Team Enhancer]'),171491708,'2024-12');"
Goat Simulator Pinball,16,Caius C+ [Team Enhancer],163 018 476,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),16,(SELECT Id FROM Player WHERE Pseudo ='Jefferson'),163018476,'2024-12');"
Goat Simulator Pinball,17,Jefferson,161 188 837,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),17,(SELECT Id FROM Player WHERE Pseudo ='Zeron'),161188837,'2024-12');"
Goat Simulator Pinball,18,Zeron,159 654 683,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),18,(SELECT Id FROM Player WHERE Pseudo ='ROBOinthezone Twitch&Youtube'),159654683,'2024-12');"
Goat Simulator Pinball,19,ROBOinthezone Twitch&Youtube,150 547 603,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),19,(SELECT Id FROM Player WHERE Pseudo ='desmeijster1'),150547603,'2024-12');"
Goat Simulator Pinball,20,desmeijster1,146 460 700,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),20,(SELECT Id FROM Player WHERE Pseudo ='Pinballwiz45b'),146460700,'2024-12');"
Goat Simulator Pinball,21,Pinballwiz45b,141 806 629,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),21,(SELECT Id FROM Player WHERE Pseudo ='Adlegeek59 [Team Enhancer]'),141806629,'2024-12');"
Goat Simulator Pinball,22,jogrady,135 292 512,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),22,(SELECT Id FROM Player WHERE Pseudo ='SMerrell'),135292512,'2024-12');"
Goat Simulator Pinball,23,snowstorm125,130 612 484,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),23,(SELECT Id FROM Player WHERE Pseudo ='Mind Boggling'),130612484,'2024-12');"
Goat Simulator Pinball,24,Adlegeek59 [Team Enhancer],129 019 874,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),24,(SELECT Id FROM Player WHERE Pseudo =''),129019874,'2024-12');"
Goat Simulator Pinball,25,JoeSoap,128 761 991,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),25,(SELECT Id FROM Player WHERE Pseudo ='Benoit XII [Team Flipper VR]'),128761991,'2024-12');"
Goat Simulator Pinball,26,SMerrell,126 040 395,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),26,(SELECT Id FROM Player WHERE Pseudo ='Enthusiast'),126040395,'2024-12');"
Goat Simulator Pinball,27,Mind Boggling,125 402 608,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),27,(SELECT Id FROM Player WHERE Pseudo ='jaredmorgs'),125402608,'2024-12');"
Goat Simulator Pinball,28,CantiReopev,125 275 570,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),28,(SELECT Id FROM Player WHERE Pseudo ='SaltyColt413754'),125275570,'2024-12');"
Goat Simulator Pinball,29,bubbafan3,122 268 073,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),29,(SELECT Id FROM Player WHERE Pseudo ='BeerMeJesus'),122268073,'2024-12');"
Goat Simulator Pinball,30,Benoit XII [Team Flipper VR],122 063 418,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),30,(SELECT Id FROM Player WHERE Pseudo ='Aegylon'),122063418,'2024-12');"
Goat Simulator Pinball,31,Enthusiast,122 032 243,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),31,(SELECT Id FROM Player WHERE Pseudo ='dookieagain'),122032243,'2024-12');"
Goat Simulator Pinball,32,jaredmorgs,120 596 240,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),32,(SELECT Id FROM Player WHERE Pseudo ='RAP487X'),120596240,'2024-12');"
Goat Simulator Pinball,33,SaltyColt413754,120 528 340,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),33,(SELECT Id FROM Player WHERE Pseudo ='Schijnheiligste'),120528340,'2024-12');"
Goat Simulator Pinball,34,BeerMeJesus,119 575 617,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),34,(SELECT Id FROM Player WHERE Pseudo ='Tracebustin'),119575617,'2024-12');"
Goat Simulator Pinball,35,Vicente Luis,119 276 614,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),35,(SELECT Id FROM Player WHERE Pseudo ='Helder Scroll'),119276614,'2024-12');"
Goat Simulator Pinball,36,Aegylon,115 176 595,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),36,(SELECT Id FROM Player WHERE Pseudo =''),115176595,'2024-12');"
Goat Simulator Pinball,37,dookieagain,114 752 144,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),37,(SELECT Id FROM Player WHERE Pseudo ='Emuser'),114752144,'2024-12');"
Goat Simulator Pinball,38,RAP487X,113 488 423,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),38,(SELECT Id FROM Player WHERE Pseudo ='TazDad132'),113488423,'2024-12');"
Goat Simulator Pinball,39,Schijnheiligste,113 396 522,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),39,(SELECT Id FROM Player WHERE Pseudo ='Caucasianred'),113396522,'2024-12');"
Goat Simulator Pinball,40,Tracebustin,112 489 912,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),40,(SELECT Id FROM Player WHERE Pseudo ='Alf007-alpha2'),112489912,'2024-12');"
Goat Simulator Pinball,41,Helder Scroll,110 956 046,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),41,(SELECT Id FROM Player WHERE Pseudo ='My2sons'),110956046,'2024-12');"
Goat Simulator Pinball,42,Emuser,109 256 991,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),42,(SELECT Id FROM Player WHERE Pseudo ='Poison'),109256991,'2024-12');"
Goat Simulator Pinball,43,Loup2588,108 226 926,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),43,(SELECT Id FROM Player WHERE Pseudo =''),108226926,'2024-12');"
Goat Simulator Pinball,44,Torfa,108 126 469,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),44,(SELECT Id FROM Player WHERE Pseudo ='Lu'),108126469,'2024-12');"
Goat Simulator Pinball,45,TazDad132,107 149 399,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),45,(SELECT Id FROM Player WHERE Pseudo ='ArtCore-NL'),107149399,'2024-12');"
Goat Simulator Pinball,46,Caucasianred,106 698 963,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),46,(SELECT Id FROM Player WHERE Pseudo ='GregStanbury'),106698963,'2024-12');"
Goat Simulator Pinball,47,Alf007-alpha2,103 178 885,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),47,(SELECT Id FROM Player WHERE Pseudo ='ROBSTER85'),103178885,'2024-12');"
Goat Simulator Pinball,48,My2sons,102 249 392,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),48,(SELECT Id FROM Player WHERE Pseudo ='Aurelie_jp'),102249392,'2024-12');"
Goat Simulator Pinball,49,Poison,100 814 541,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),49,(SELECT Id FROM Player WHERE Pseudo ='BlueCrayon77'),100814541,'2024-12');"
Goat Simulator Pinball,50,Craze316,100 580 253,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),50,(SELECT Id FROM Player WHERE Pseudo ='DitzyRobert'),100580253,'2024-12');"
Goat Simulator Pinball,51,admiralackbar111,99 264 845,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),51,(SELECT Id FROM Player WHERE Pseudo ='Crazy Newt'),99264845,'2024-12');"
Goat Simulator Pinball,52,Lu,98 964 731,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),52,(SELECT Id FROM Player WHERE Pseudo ='DeathCombat'),98964731,'2024-12');"
Goat Simulator Pinball,53,Services3pièces,98 903 352,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),53,(SELECT Id FROM Player WHERE Pseudo ='schelmi 59'),98903352,'2024-12');"
Goat Simulator Pinball,54,ArtCore-NL,98 567 120,,,"INSERT INTO Has_Scored_On(Pinball_Id, Position, Player_Id, Score, Month_and_year) VALUES (( SELECT Id FROM Pinball WHERE Name ='Goat Simulator Pinball'),54,(SELECT Id FROM Player WHERE Pseudo ='KillaZap'),98567120,'2024-12');"
